id_producto,linea,nombre,principios_activos,indicaciones,posologia,presentaciones,estado
prod_054,Productos mh,Euphatorium D4 MH,Allium cepa D6; Euphatorium D3-D6-D10; Euphorbium D10; Euphrasia D6; Hepar sulphur D10; Lemna minor D3-D6-D12; Lua operculata D12.,Rinitis; sinusitis; bronquitis; traqueitis; laringitis; rinofaringitis; pólipos; gripe.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_055,Productos mh,Euphrasia D4 MH,Aconitum D4; Apis mellifica D4; Belladonna D4; Euphorbia D3; Euphorbium D4; Euphrasia D3; Hamamelis D3; Kalium carbonicum D8; Rhus toxicodendron D4; Ruta D3; Scrophularia nodosa D3; Spigelia D4; Staphisagria D4; SulphurD4.,Conjuntivitis aguda o crónica; blefaritis; catarata; cansancio ocular; opacidad del vitrio; diplopía; catarata incipiente.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_056,Productos mh,Fucus D4 MH (gotas y tabletas),Berberis D4; Calcium carbonicum D8-D30-D200; Graphites D8-D30-D200; Fucus vesiculosus D4; Ignatia D6-D30; Juglans D6; Phytolacca D3; Solidago D3.,Obesidad; estimula la glandula tiroidea; hipotiroidismo.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_057,Productos mh,Fucus D4 MH cápsulas,Berberis D6; Calcium carbonicum D8; Graphites D30-D200; Fucus TM-D4-D6; Ignatia D30-D200; Juglans D4; Oleum crotonia D6; Paseulus vulgaris D3.,Obesidad; adiposis; Inhibe la absorción de azucares; Impide el exceso de acumulación de calorías; Equilibra la asimilación de carbohidratos complejos; Ayuda a la reducción y eliminación de las células grasas; Controla la ansiedad y produce sensación de llenura; haciendo que el paciente consuma menos alimentos; Estimula la glandula tiroidea.,Una cápsula diaria en ayunas y otra antes del almuerzo.,Frasco por 60 cápsulas.,activo
prod_058,Productos mh,Fucus D4 MH gel,Ginkgo biloba D3; Equisetum D4; Aesculus D3; Fucus D3; Cápsicum D3; Hedera D3.,Adelgazante; Anticelulítico.,,Gel por 120 g.,activo
prod_059,Productos mh,Galium D4 MH,Allium sativum D6-D12; Galium D3-D6; Zincum metallicum D8-D12.,Desórdenes del sistema inmune; debilidad del sistema inmune o respuesta inmunológica alérgica.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_060,Productos mh,Gelsemium D4 MH,Aconitum napellus C30-C200; Ambra grisea D8; Argentum nitricum C30-C200; Arsenicum álbum C30-C200; Asafoetida D6; Gelsemium D30; Nux Moschata D30; Kalium bromatum D8; Selenium C12-C30; Sepia ofc D8; Staphysagria D6; Stramonium D30.,Miedos y temores; histeria; hipocondría; neurosis; vértigo.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_061,Productos mh,Gentiana D4 MH,Avena sativa D3; Condurango D3-D6; Gentiana D3; Ginseng D3; Marrubium vulgare D3; Menyanthes D30; Taraxacum D30.,Anorexia; inapetencia; dispepsia.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_062,Productos mh,Ginkgo biloba D4 MH,Fucus vesiculosus D4; Ginkgo biloba D3; Vitamina B12 D6; Zincum metallicum D8.,Poca oxigenación; debilidad; fatiga; Para uso deportivo usar con algún programa de entrenamiento.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_063,Productos mh,Glonoinum D4 MH,Aconitum D12; Aurum met D8; Árnica D4-D6; Baryta D8; Cholesterolum D8; Fluoricum acidum D4-D6; Glonoinum D6; Iodum D8; Kali iodatum D8; Plumbum D8; Strophantus D6.,Arteriosclerosis; Circulación arterial.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_064,Productos mh,Graphites D4 MH,Cutis D8-D12; Galium D6; Graphites D6; Hepar D10; Ledum D6; Passiflora D30; Petroleum D6; Selenium D30; Staphisagria D6; Sulphur D12; Urtica D6.,Enfermedades de piel y mucosas; estimulación de los sistemas de defensa en casi de dermatitis; dermatosis; alergia; acné vulgar; esclerodermia; dermatitis atópica; micosis interdigital; alopecia.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_065,Productos mh,Graphites D4 MH crema o gel,Caléndula D3; Echinacea D3; Graphites D3; Silícea D3; Sulphur D3; Urtica D3.,Diseñada especialmente para tratar las úlceras de pie diabético; Indicada también en úlceras varicosas y grietas en la piel.,,Tubo 120g.,activo
prod_066,Productos mh,Graphites D4 MH ungüento (bálsamo),Graphites D6; Caléndula D3; Silicea D3; Aloe D1; Cera de abejas; Cera carnauba; Aceite de oliva; Lanolina; Urtica D3; Colágeno.,Coavyudante en el tratamiento de Psoriasis; piel reseca; Hiperqueratosis; se puede utilizar en veterinaria para humectar las huellas de los animales (pulpejo) y codos.,,Pote 40g.,activo
prod_067,Productos mh,Hamamelis D4 MH,Aesculus D6; Árnica D6-D12; Belladona D4; Calcium fluoratum D8; Carduus marianus D6-D12; Fluoricum acidum D6-D12; Hamamelis D3-D6-D12; Mezereum D6; Pulsatilla D6-D30; Secale cornutum D12.,Várices; complejo sintomático varicoso; estasis venosa; tromboflebitis; úlcera varicosa; traumatismos de todo tipo; golpes; procesos inflamatorios; patologías circulatorias.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_068,Productos mh,Hamamelis D4 MH crema o gel,Hamamelis D3; Árnica D3; Aesculus D3; Ruscus aculeatus D3; Calcium Fluoratum D3.,Várices; flebitis; inflamación; edema en piernas; hematomas.,,Gel 120g. Crema 120g,activo
prod_069,Productos mh,Harpagophytum D4 MH,Harpagophytum procumbens,Excelente acción anti inflamatoria; se recomienda en caso de dolores articulares; reumáticas; artrósicos y artríticos; reduce notablemente la sensación de dolor y mejora el movimiento sin efectos adversos.,,Frasco por 90 cápsulas.,activo
prod_070,Productos mh,Hedera helix D4 MH gel,Equisetum Arvense D3; Centella asiática D3; Ginkgo Biloba D3; Aesculus D3; Fucus Vesiculosis D3; Camelia Sinensis D3; Hedera Helix D3.,Gel tonificante; reafirmante.,Aplicar en la mañana y en la tarde con masaje circular ascendente.,Pote por 120gr.,activo
prod_071,Productos mh,Hydrangea D4 MH,Berberis D3; Cantharis D6; Equisetum D6; Hydrangea D12; Pareira brava D3; Smilax D3; Sabal serrulata D6; Solidago D6; Uva ursi D4.,Litiasis renal; enuresis; depurativo renal; cistitis; depurativo sanguíneo; disfunciones prostáticas; diurético.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_072,Productos mh,Hydrastis D4 MH,Hydrastis D4-D6-D12; Argentum nitricum D6; Euphorbium D4-D6; Hepar sulphur D8; Kali bich D8-D12; Luffa D6-D12; Phosphorus D6; Sulphur D200.,Hiposmia; anosmia; pólipos nasales; rinitis atrófica; rinitis aguda; sinusitis.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_073,Productos mh,Hydrocotyle D4 MH crema,Hydrocotyle asiática D3 (centella asiática). Vitamina E natural; Vitamina A; Vitamina C; Salvia D3; Rosmarinus D3; Apis D3; Árnica D3; Caléndula D3; Sepia D3; Belladonna D3; Cutis D3; Graphites D3.,Antioxidante; prevención del cáncer de piel; dermatitis; cicatrizante.,,Gel 120g. Crema 120g,activo
prod_074,Productos mh,Hypericum D4 MH,Ambra grisea D12-D30; Anacardium D12-D30; Gelsemium D30; Hyosciamus D30; Hypericum D30; Ignatia D12 D30; Litio D4; Valeriana officinalis D30.,Estados depresivos leves; Trastornos del sueño.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_075,Productos mh,Ignatia D4 MH,Avena sativa D6-D12; Gelsemium D6-D30-D200; Ignatia amara D6-D12; Kalium bromatum D8-D12; Melissa D3-D6-D12; Moschus D6-D30-D200; Passiflora D6; Phosphoricum acidum D6-D12; Sepia D8-D12; Valeriana D4-D6-D12; Zincum met D12.,Agotamiento físico y mental; tónico nervioso; estrés; insomnio; trastornos psiconerviosos.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_076,Productos mh,Iodum D4 MH,Belladonna D30; Iodum D30; Juglans D6; Lapis albus D12; Lycopus virgin; D12; Natrium chlorat D30; Spongia D8; Galium aparine D6.,Tirotoxicosis; Morbus Basedow; hipertiroidismo; deficiencias cardíacas en caso de hipertiroidismo; bocio.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_077,Productos mh,Ipeca D4 MH,Ammonium carbonicum D8; Belladona D6; Bryonia alba D6; Corallium rubrum D8; Drosera D4; Ipeca D3; Kalium bichromicum D8; Natrum cloratum D6; Rumex crispus D4; Sambucus D3; Sanguinaria D6.,Asma; bronquitis; tos convulsiva; afonía. bronconeumonía; patologías respiratorias.,,Gotas x 30 ml; Tabletas x 90; Elixir x 240 ml (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_078,Productos mh,Iris D4 MH,Belladonna D6; Bryonia alba D6; Cedrón D6; Chamomilla D6; Actea racemosa D4; Gelsemium D3; Iris D4; Sanguinaria D4; Spigelia D4.,Cefaleas; migrañas; dolor de cabeza; neuralgias.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_079,Productos mh,Jaborandi D4 MH,Jaborandi D4; Lachesis D30; Mezereum D12 D30; Nerium oleander D12 D30; Petroleum D6-D12; Silícea D30; Thuja D30.,Sudoración excesiva; mal olor por sudoración.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_080,Productos mh,Juglans D4 MH,Allium sativum D6-D12; Antimonium crudum D12-D30; Apis D3-D6; Arsenicum album D6; Baptisia tinctoriana D3-D6; Baryta D8; Belladona D3-D6; Bryonia D6; Calcium Fluoricum D8; Cistus Canadensis D6; Echinacea D3-D6; D12; Equisetum D4; Fumaria D6; Galium D3-D6; Juglans D3-D6-D12; Phytolacca 4CH; Sarsaparrilla D3; D6; Scrophularia D3; Sulphur iodatum D8-D12-D30; Thuja D6; Urtica urens D3-D6.,Fortalece el sistema inmune; infecciones cutáneas; intoxicaciones digestivas; abscesos; supuraciones; inflamación de tejidos; linfatismo; depurador sanguíneo; depurador renal; pruritos; urticarias; inflamación de la pleura; inflamación glandular; adenopatías.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_081,Productos mh,Kalium bich D4 MH sistema respiratorio,Aconitum D4; Allium cepa D6; Argentum nitricum D6; Belladona D6; Bryonia alba D6; Coccus D6; Drosera D3; Euphatorium perfoliatum D3; Euphorbium D4-D6; Euphrasia D6; Ferrum phos. D8; Hydrastis D4 -D6-D12; Ipeca D3; Kalium bichromicum D8; Lemna minor D3-D6-D12; Lobelia D6- D12; Luffa D6-D12; Phosphorus D12; Rumex crispus D4; Sabadilla D6; Sambucus nigra D3-D6; Spongia D8.,Congestión de vías respiratorias; enfermedades de la pleura y el pulmón; diferentes tipos de tos (tos espasmódica nocturna; tos laríngea; tos seca; tos ferina); rinitis; sinusitis; traqueitis; laringitis entre otras.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_082,Productos mh,Kalium bromatum D4 MH,Ascorbicum acidum; Ammonium bromat D12; Bromum D12; Carbo vegetabilis D12-D30; Hepar sulf. D30; Juglans D30; Kalium bromat. D8-D12; Ledum D30; Natrium chlorat. D200; Sulphur D12. Viola tric. D12.,Acné vulgar; acné pustuloso; acné rosácea; piel seca; seborrea.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_083,Productos mh,Kalmia D4 MH,Árnica D3-D6; Causticum D4-D6; Cuprum D8; Dulcamara D6; Fórmica rufa D6-D12; Kalmia D4-D6-D12; Rhus toxicodendron D4-D6; Symphytum D4-D6.,Artritis; reumatismo muscular; neuritis; calambres; gonartrosis; poliartrosis; procesos inflamatorios y degenerativos asociados con el aparato locomotor y ligamentos; periartritis escapohumeral.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_084,Productos mh,Kalmia gel D4 MH,Harpagophytum D1; Cannabis D1; Kalmia D2; Arnica D2; Fórmica rufa D2; Rhus tox D2; Symphytum D2; Dulcamara D2; Apis D3; Magnesia Phosphorica D8.,Artrítis; Reumatismo Muscular; Neuritis; Calambres; Poliartrosis; Procesos inflamatorios degenerativos,,Gel 120g,activo
prod_085,Productos mh,Leptandra D4 MH,Apis mellifica D5; Carduus marianus D6 D12; Colocynthis D6; Leptandra D6; Lycopodium D6; Momordica balsamina D3; Phosphorus D6; Rosmarinus D6.,Pancreatitis; disfunciones del páncreas.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_086,Productos mh,Lilium D4 MH,Angélica sinensis D3-D6; Apis mell D4-D6; Calcium fluoricum D12; Hamamelis vir D4-D6; Lilium tigrinum D3-D6.,Disfunciones ováricas.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_087,Productos mh,Lilium D4 MH - óvulos vaginales,Lilium tigrinum D3; caléndula D3; echinacea D3; hydrastis D6; plata coloidal 25ppm; equisetum D6; hamamelis D6; pulsatilla D6; juglans D3; thuja D6 D12.,Dismenorreas; quistes; tumores; miomas; antiséptico; antiinflamatorio; resequedad vaginal; candidiasis; leucorrea; vaginitis.,Aplicar un óvulo intravaginal en la noche antes de acostarse.,Blister x 12 óvulos.,activo
prod_088,Productos mh,Luffa D4 MH,Allium cepa D12; Apis D4; Echinacea D3-D4; Euphatorium perfoliatum D3; Hydrastis canadensis D3; Kalium bichromicum D8; Lachesis D8; Lobelia D6-D12; Luffa D6-; D12; Phosphorus D12; Pulsatilla D4; Sabadilla D12; Sulphur iodatum D8; Thuja D6.,Rinitis; sinusitis.,Una aplicación en cada fosa nasal dos o tres veces al día o según criterio médico.,Spray nasal x 30 ml.,activo
prod_089,Productos mh,Magnesia phosphorica D4 MH,Amonium muriaticum D8; Árnica D4; Arsenicum album D6; Bryonia D3-D6-D12; Colocynthis D12; Cuprum met D8; Gnaphallium D6-D12; Kallium iodatum D8; Magnesia carbonica D8; Magnesia phosphoric D8; Stilingia D8; Sulphur D30.,Ciática; calambres; neuralgias; mialgias; reumatismo; dolor lumbar.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_090,Productos mh,Manganum D4 MH,Este medicamento se elabora en una base de vitaminas; oligoelementos y aminoácidos.;Glycine max TM; Ácido Nicotínico TM; Avena Sativa D4-D6-D12-D30-D100; Baryta D12; Coenzime Q10 D6; Colina D6-D12; Galium D6-D12-D30; Lapis albus D6; Manganum D6; Magnesium D6; Phosphoricum acidum D6; Piroxina (Vitamina B6)TM; Tiamina TM; Zincum Metalicum D6; D30.,Modulador del tiempo biológico de las células; protector del sistema nervioso central; antioxidante y estimulador del sistema inmunitario; inductor del sueño; regulador del sistema hormonal; coadyuvante el tratamiento de la hipertensión arterial.,1 cápsula 3 veces al día,Frasco por 90 cápsulas,activo
prod_091,Productos mh,Marrubium D4 MH,DPT 200CH-1000CH; Luesinum 200CH; Marrubium 200CH; Medorrhinum 200CH-1000CH; Tuberculinum 200CH.,Patologías crónicodegenerativas; discracias; nosode antimiasmático.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_092,Productos mh,Medicago D4 MH,Aranea diadema D30; Arsenum iodat. D8; Ceanothus americ. D6; Chelidonium D6; China D6; Cuprum D8; Gentiana D3; Ferrum phos D8; Ferrum met D8; Medicago sativa D3; Silícea D8.,Anemia; falta de apetito de los niños; cansancio en la escuela; fatiga; produce una acción compleja que estimula la función del hígado así como de la médula ósea.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_093,Productos mh,Melissa D4 MH,Acido picricum D8; Avena sativa D4; Chamomilla D3; Crataegus D3; Datura stramonium D6; Hypericum perf D3 D6; Kalium bromatum D8; Kalium Phosphoricum D8; Melissa D3-D6-D12; Passiflora inc D3-D6; Ignatia amara D3-D6; Valeriana officinalis D3-D6.,Insomnio.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_094,Productos mh,Mercurius D4 MH,Antimonium tartaricum D8; Argentum nitricum D6; Condurango D3; Hydrastis D4; Kalium Bichromicum D8; Mercurius D6; Mucosa D8; Nitricum acidum D6; Nux vómica D12.,Estimulación de las defensas propias del organismo en caso de afección de las mucosas (Digestivas - Respiratorias).,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_095,Productos mh,Mezereum D4 MH,Antimonium crudum D12; Calcium fluoricom D8; Caléndula D3; Chelidonium D6-D30; Crotalus D30; Echinacea D4; Graphites D8-D12; Lachesis D8; Mezereum D6-D12-D30; Sulphur D12-D30.,Alergias; dermatosis; piodermitis; eccema; herpes zoster; prurito; eccemas vesiculares; psoriasis.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_096,Productos mh,Nux vómica D4 MH,Abies D6; Aloe D3-D6; Alumina D8-D12-D30; Colocynthis D12-D30; Lycopodium D6-D12; Nux vómica D6-D12-D30; Cascara sagrada D3-D6; Robina D6-D12; Veratrum D8-D12.,Estreñimiento espasmódico; afecciones hepáticas; agotamiento nervioso; meteorismo; alcoholismo; enfermedades digestivas.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_097,Productos mh,Origanum D4 MH,Glycine max TM; L-Arginina TM; Maca TM; NU BAO TM; ORIGANUM (MEJORANA) TM-D4-D6; Zincum metalicum D4.,Este es un medicamento que aumenta la energía sexual de las mujeres y la restaura la función hormonal; el mantenimiento de la vitalidad óptima de la mujer y la apariencia de retrasar el envejecimiento prematuro en las mujeres.,1 cápsula 3 veces al día,Frasco por 90 cápsulas,activo
prod_098,Productos mh,Passiflora D4 MH,Avena sativa D6-D12; Kalium Bromatum D8-Melissa D6-D12; Opium D30; Passiflora D6-D30-D200; Phosphoricum acidum D6-D30; Valeriana D6-D12-D30; Zincum D12-D30.,Estrés; nerviosismo; insomnio; intranquilidad; agotamiento físico y mental.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_099,Productos mh,Petroleum D4 MH,Agaricus D6; Ambra grisea D12; Argentum nitric. D30; Cocculus D30; Conium D30; Curarum D12; Gelsemium D6; Petroleum D6-D12-D30; Stramonium D12; Tabacum D4; Theridion curassavic D30.,Vértigo de diferentes causas; vértigo de Menier; trastornos cerebrales de la circulación a consecuencia de esclerosis cerebral; trastornos vegetativos de la circulación.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_100,Productos mh,Phosphoricum acidum D4 MH,Atp; Vitaminas; Phosphoricum acidum D12.,Especialmente indicado en enfermedades degenerativas; miopatías de origen metabólico; coadyuvante en el tratamiento de degeneraciones musculares; actúa como reconstituyente; por sus componentes individuales Phosphoricum acidumh ATP se útiliza también para promover la recuperación de todas las funciones de la célula.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_101,Productos mh,Plata coloidal( argentum met D4 MH),25ppm de plata coloidal en agua destilada.,Antibiótico y antiséptico natural sin efectos secundarios; Se puede usar internamente o externamente; se muestra eficaz en el tratamiento de numerosas dolencias entre las que destacan las siguientes: acné; alergias; apendicitis; bursitis; tumores; verrugas; candidiasis; cistitis; cólera; colitis; infecciones; dermatitis; eccemas; diabetes; diarrea; disentería; erupciones; escarlatina; fatiga crónica; fibrosis; fiebre; forúnculos; gastritis; úlceras; blenorragia; gripe; heridas; herpes; lepra; lupus; malaria; meningitis; mononucleosis; neumonía; neurastenia; parásitos; pie de atleta; piorrea; pleuritis; problemas de tiroides; prostatitis; prurito; psoriasis; quemaduras; queratitis; resfriado; reumatismo; rinitis; seborrea; septicemia; sífilis; sinusitis; tiña; tos; toxemia; tuberculosis; gingivitis; úlceras varicosas.,USO INTERNO: 2 puff debajo de la lengua 3 veces al día; o una cucharada 3 veces al día. USO EXTERNO: Rociar sobre el área afectada las veces que sea necesario.,Frasco spray por 30 ml. Frasco x 100ml y x 240 ml.,activo
prod_102,Productos mh,Plumbum D4 MH,Árnica montana D6; Carbo vegetabilis D30-D200; Causticum D6-D12-D30; Curarum D12-D30; Gelsemium D6-D12-D30; Kalium phos D12-D200; Magnesium phos D8-D12-D30; Nux vómica D12; Platinum met D12-D30; Plumbum iodatum D12-D30-D200; Rhus toxicodendron D6-D12-D30; Zincum val D12; D30; D200.,Parálisis generalizadas; atrofia muscular; parkinson; arteriosclerosis; rigidez articular; afecciones artríticas.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_103,Productos mh,Pulsatilla D4 MH,Argentum Metallicum D3; Bórax D6; Candida D3; Echinacea angustifolia D12; Kreosotum D6; Pulsatilla D6.,Infecciones micóticas; tiña; micosis de los pies; pie de atleta; escamas blancas de la piel en manos o pies; candidiasis de garganta; dolor de oído con picor; decoloración blanca en las uñas; candidiasis vaginal u otra infección micótica de la piel.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_104,Productos mh,Rhamnus purshiana D4 MH (cáscara sagrada),Rhamnus purshiana(Cáscara sagrada) TM; D6 D12. Fel tauri TM; D6; D12.,Estreñimiento; Laxante suave; Antiparasitario.,,Frasco por 50 cápsulas.,activo
prod_105,Productos mh,Rhododendron D4 MH,Berberis D4; Calcium phosphoricum D12; Causticum D6; Colocynthis D6; Dulcamara D4; Nux vómica D4; Plumbum D8; Rhododendron D4; Rhus Toxicodendron D4.,Lumbago; dolor lumbar en caso de alteraciones degenerativas reumáticas de la hernia discal.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_106,Productos mh,Rhus tox D4 MH (cápsulas),Glycine max TM; Ascorbicum acidum D1; Boro D4; Glucosamine TM; Persea americana D1; Árnica D3-D6. Causticum D4-D6; Cuprum D8; Dulcamara D6; Formica Rufa D6-D12. Rhus Toxico-dendron D4-D6; Symphitum D4-D6. Vitamina D3 TM. Vitaminas E TM; y Zinc D4.,Artritis; artrosis de cadera y rodilla; desgaste del sistema locomotor; poliartrosis.,1 cápsula 3 veces al día,Frasco por 90 cápsulas,activo
prod_107,Productos mh,Rhus tox D4 MH,Ammonium carb. D3; Apis D6; Árnica D3-D6; Boro D4; Causticum D4-D6; Cuprum D8; Dulcamara D6; Formica Rufa D6-D12. Magnesia phos D6; Persea americana D3; Rhus Toxicodendron D4-D6; Symphitum D4-D6. Zinc D4.,Artritis; artrosis de cadera y rodilla; desgaste del sistema locomotor; poliartrosis.,,Gotas x 30 ml; Tabletas x 90 (En stock permanente) Bajo pedido: Glóbulos; Elixir; Spray oral; Spray nasal; Viales bebibles; Viales nebulizables.,activo
prod_108,Productos mh,Rhus tox D4 MH crema,Árnica TM; D6-D12-D30-D200; Cannabis TM; D6-D12-D30-D200; Rhus tox D4.,Dolor agudo o crónico; dolor por enfermedades autoinmunes; traumatismos de partes blandas; fatiga muscular; dolor errático.,Aplicar 2 a 3 veces al día en el área afectada.,Tubo por 120gr.,activo
prod_109,Productos mh,Rosmarinus D4 MH loción capilar,Caléndula D3; Echinacea D3; Equisetum D3; Psorinum 30CH; Rosmarinus D4; Salvia D3; Selenio D4; Thallium D3; Graphites D4; Vitamina B6 (D6).,Alopecia; caspa; dermatitis; seborrea.,,Frasco Spray por 100 ml.,activo
prod_110,Productos mh,Rosmarinus D4 MH shampoo,Shampoo sin sal; elaborado con extractos naturales de Caléndula; Rosmarunus; Salvia; Thallium; Vitaminas; entre otros.,Alopecia; caspa; dermatitis; seborrea; nutre y aporta brillo al cabello.,,Frasco Spray por 500 ml.,activo
prod_111,Productos mh,Rosmarinus D4 MH acondicionador,Polycuaterno 7; Propylene Glycol; Glicerina; Aceite de Cacay; A2 Plus Liquid (es un eficiente sistema preservante de amplio espectro basado en preservativos cosméticos tradicionales y sin parabenos).,Acondicionador; desenredante y antiestático.,,Frasco Spray por 500 ml.,activo
